wealth - salary,wealth - investment gain,wealth - rental income,wealth - business revenue,wealth - inheritance,wealth - others,fund - salary,fund - investment gain,fund - rental income,fund - business revenue,fund - inheritance,fund - others,Age,Occupation,Industry,speed_of_payment,Income,Adjusted Income,Annual Income,Adjusted Annual Income,Income Multiplier Based on Age,Wealth Indicator,Net Worth,Proposed Subscription Amount,Net Worth / Total Commitment,Income / Total Commitment
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,67,12 Administrative & Commercial Managers,Management,27,9164,4582,109968,54984,3.5,0,384888,13000,29.60676923076923,8.459076923076923
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,32,13 Production & Specialised Services Managers,Unknown Industry,36,4820.52,4820.52,57846.240000000005,57846.240000000005,2,50000,165692.48,11000,15.062952727272728,5.258749090909092
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,51,24 Business & Administration Professionals,Business & Administration,35,7673,7673,92076,92076,4,50000,418304,20000,20.9152,4.6038
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,52,91 Cleaners & Related Workers,Unknown Industry,33,7265.099999999999,7265.099999999999,87181.2,87181.2,4,50000,398724.8,19000,20.985515789473684,4.588484210526316
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,69,12 Administrative & Commercial Managers,Management,57,8452,0,101424,0,3.5,50000,404984,13000,31.152615384615384,7.801846153846154
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,28,43 Numerical & Material-Recording Clerks,Clerical Support,44,4686,4686,56232,56232,1.5,50000,134348,10000,13.4348,5.6232
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,65,33 Business & Administration Associate Professionals,Business & Administration,27,6830,3415,81960,40980,3.5,0,286860,10000,28.686,8.196
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,58,25 Information & Communications Technology Professionals,Unknown Industry,49,6316.8,6316.8,75801.6,75801.6,4,0,303206.4,13000,23.323569230769234,5.8308923076923085
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,76,83 Drivers & Mobile Machinery Operators,Unknown Industry,61,7330.66,0,87967.92,0,2,50000,225935.84,5000,45.187168,17.593584
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,84,"96 Waste Collection, Recycling & Material Recovery Workers & Other Elementary Workers",Unknown Industry,50,8985.9,0,107830.8,0,2,50000,265661.6,4000,66.41539999999999,26.9577
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,55,33 Business & Administration Associate Professionals,Business & Administration,24,5925,5925,71100,71100,4,50000,334400,15000,22.293333333333333,4.74
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,38,12 Administrative & Commercial Managers,Management,35,9063,9063,108756,108756,2,50000,267512,17000,15.736,6.397411764705883
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,38,23 Teaching & Training Professionals,Education,52,6415.200000000001,6415.200000000001,76982.40000000001,76982.40000000001,2,50000,203964.80000000002,13000,15.689600000000002,5.921723076923078
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,70,33 Business & Administration Associate Professionals,Business & Administration,32,7940,0,95280,0,2,0,190560,6000,31.76,15.88
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,35,22 Health Professionals,Unknown Industry,44,3360,3360,40320,40320,2,0,80640,5000,16.128,8.064
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,65,25 Information & Communications Technology Professionals,Unknown Industry,47,6787.8,3393.9,81453.6,40726.8,3.5,50000,335087.60000000003,12000,27.92396666666667,6.787800000000001
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,30,51 Personal Service Workers,Unknown Industry,30,5259,5259,63108,63108,2,0,126216,9000,14.024,7.012
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,20,21 Science & Engineering Professionals,Science & Engineering,39,7295.400000000001,7295.400000000001,87544.8,87544.8,1.5,50000,181317.2,15000,12.087813333333335,5.836320000000001
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,51,74 Electrical & Electronic Trades Workers,Unknown Industry,7,6684.04,6684.04,80208.48,80208.48,4,0,320833.92,16000,20.05212,5.01303
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,68,52 Sales Workers,Unknown Industry,29,7485.119999999999,3742.56,89821.43999999999,44910.72,3.5,0,314375.04,10000,31.437503999999997,8.982143999999998
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,72,"11 Legislators, Senior Officials & Chief Executives",Unknown Industry,37,5724.02,0,68688.23999999999,0,2,0,137376.47999999998,4000,34.34412,17.17206
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,86,X1 - X5 Workers Not Elsewhere Classified,Unknown Industry,27,8403.720000000001,0,100844.64,0,2,50000,251689.28,4000,62.92232,25.21116
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,45,43 Numerical & Material-Recording Clerks,Clerical Support,56,4928,4928,59136,59136,3,50000,227408,13000,17.492923076923077,4.548923076923077
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,41,52 Sales Workers,Unknown Industry,25,3803.97,3803.97,45647.64,45647.64,3,50000,186942.91999999998,11000,16.99481090909091,4.149785454545454
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,58,51 Personal Service Workers,Unknown Industry,35,5066.24,5066.24,60794.88,60794.88,4,50000,293179.52,12000,24.43162666666667,5.06624
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,31,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,41,8499.15,8499.15,101989.8,101989.8,2,0,203979.6,14000,14.56997142857143,7.284985714285715
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,61,82 Assemblers & Quality Checkers,Manufacturing,54,6704.58,6704.58,80454.95999999999,80454.95999999999,3.5,50000,331592.36,13000,25.507104615384613,6.188843076923076
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,77,13 Production & Specialised Services Managers,Unknown Industry,25,7938,0,95256,0,2,50000,240512,6000,40.08533333333333,15.876
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,43,52 Sales Workers,Unknown Industry,51,6098.61,6098.61,73183.31999999999,73183.31999999999,3,50000,269549.95999999996,15000,17.969997333333332,4.878888
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,22,23 Teaching & Training Professionals,Education,40,4089.4,4089.4,49072.8,49072.8,1.5,50000,123609.20000000001,10000,12.360920000000002,4.90728
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,24,12 Administrative & Commercial Managers,Management,30,12249,12249,146988,146988,1.5,50000,270482,21000,12.880095238095238,6.999428571428571
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,60,"26 Legal, Social, Religious & Cultural Professionals",Unknown Industry,44,4997.2,4997.2,59966.4,59966.4,3.5,50000,259882.4,10000,25.98824,5.99664
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,71,41 General & Keyboard Clerks,Unknown Industry,41,5036.52,0,60438.23999999999,0,2,0,120876.47999999998,4000,30.219119999999997,15.109559999999998
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,40,43 Numerical & Material-Recording Clerks,Clerical Support,33,3510,3510,42120,42120,3,0,126360,8000,15.795,5.265
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,33,36 Teaching Associate Professionals,Unknown Industry,40,3469.04,3469.04,41628.48,41628.48,2,50000,133256.96000000002,9000,14.806328888888892,4.625386666666667
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,42,83 Drivers & Mobile Machinery Operators,Unknown Industry,36,5318.88,5318.88,63826.56,63826.56,3,0,191479.68,11000,17.407243636363635,5.802414545454545
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,49,41 General & Keyboard Clerks,Unknown Industry,41,5891.69,5891.69,70700.28,70700.28,3,0,212100.84,11000,19.281894545454545,6.427298181818181
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,53,33 Business & Administration Associate Professionals,Business & Administration,46,6823,6823,81876,81876,4,0,327504,15000,21.8336,5.4584
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,69,"14 Hospitality, Retail & Related Services Managers",Hospitality & Retail,55,7915,0,94980,0,3.5,50000,382430,12000,31.86916666666667,7.915
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,26,22 Health Professionals,Unknown Industry,27,5573.76,5573.76,66885.12,66885.12,1.5,0,100327.68,7000,14.332525714285714,9.555017142857142
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,66,33 Business & Administration Associate Professionals,Business & Administration,61,6905,3452.5,82860,41430,3.5,0,290010,10000,29.001,8.286
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,65,13 Production & Specialised Services Managers,Unknown Industry,20,7722.000000000001,3861.000000000001,92664,46332.00000000001,3.5,50000,374324,13000,28.794153846153847,7.128
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,62,91 Cleaners & Related Workers,Unknown Industry,38,7809.120000000001,7809.120000000001,93709.44,93709.44,3.5,50000,377983.04000000004,14000,26.998788571428573,6.693531428571429
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,35,33 Business & Administration Associate Professionals,Business & Administration,45,7438,7438,89256,89256,2,50000,228512,15000,15.234133333333334,5.9504
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,47,41 General & Keyboard Clerks,Unknown Industry,42,5623.02,5623.02,67476.23999999999,67476.23999999999,3,50000,252428.71999999997,13000,19.417593846153846,5.190479999999999
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,62,12 Administrative & Commercial Managers,Management,33,8381,8381,100572,100572,3.5,50000,402002,15000,26.800133333333335,6.7048
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,53,94 Food Preparation & Kitchen Assistants,Unknown Industry,37,4063.92,4063.92,48767.04,48767.04,4,50000,245068.16,12000,20.422346666666666,4.06392
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,82,13 Production & Specialised Services Managers,Unknown Industry,35,8259.68,0,99116.16,0,2,50000,248232.32,4000,62.058080000000004,24.779040000000002
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,61,42 Customer Services Officers & Clerks,Customer Service,34,3588,3588,43056,43056,3.5,50000,200696,8000,25.087,5.382
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,74,25 Information & Communications Technology Professionals,Unknown Industry,48,8497.44,0,101969.28,0,2,50000,253938.56,7000,36.27693714285714,14.56704
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,61,12 Administrative & Commercial Managers,Management,43,8007,8007,96084,96084,3.5,50000,386294,15000,25.752933333333335,6.4056
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,65,43 Numerical & Material-Recording Clerks,Clerical Support,33,3038,1519,36456,18228,3.5,50000,177596,6000,29.599333333333334,6.076
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,75,82 Assemblers & Quality Checkers,Manufacturing,48,4635.65,0,55627.8,0,2,50000,161255.6,4000,40.313900000000004,13.90695
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,71,51 Personal Service Workers,Unknown Industry,43,7948.169999999999,0,95378.04,0,2,0,190756.08,6000,31.792679999999997,15.896339999999999
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,22,40 Clerical Supervisors,Unknown Industry,48,3933,3933,47196,47196,1.5,0,70794,6000,11.799,7.866
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,89,33 Business & Administration Associate Professionals,Business & Administration,46,5378,0,64536,0,2,50000,179072,2000,89.536,32.268
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,39,36 Teaching Associate Professionals,Unknown Industry,31,4657.570000000001,4657.570000000001,55890.84000000001,55890.84000000001,2,50000,161781.68000000002,10000,16.178168000000003,5.5890840000000015
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,63,61 - 62 Agricultural & Fishery Workers,Unknown Industry,34,6304.200000000001,6304.200000000001,75650.40000000001,75650.40000000001,3.5,50000,314776.4,12000,26.23136666666667,6.304200000000001
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,47,"96 Waste Collection, Recycling & Material Recovery Workers & Other Elementary Workers",Unknown Industry,47,4691.7,4691.7,56300.4,56300.4,3,50000,218901.2,12000,18.241766666666667,4.6917
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,21,24 Business & Administration Professionals,Business & Administration,46,11986,11986,143832,143832,1.5,50000,265748,21000,12.654666666666667,6.849142857142857
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,62,22 Health Professionals,Unknown Industry,39,5183.64,5183.64,62203.68000000001,62203.68000000001,3.5,50000,267712.88,10000,26.771288000000002,6.220368000000001
FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,60,52 Sales Workers,Unknown Industry,41,7528.3,7528.3,90339.6,90339.6,3.5,50000,366188.60000000003,15000,24.412573333333334,6.02264
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,39,"26 Legal, Social, Religious & Cultural Professionals",Unknown Industry,52,5897.990000000001,5897.990000000001,70775.88,70775.88,2,50000,191551.76,12000,15.962646666666668,5.89799
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,52,"11 Legislators, Senior Officials & Chief Executives",Unknown Industry,34,4354.18,4354.18,52250.16,52250.16,4,0,209000.64,10000,20.900064,5.225016
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,63,13 Production & Specialised Services Managers,Unknown Industry,45,7739.27,7739.27,92871.24,92871.24,3.5,50000,375049.34,14000,26.789238571428573,6.633660000000001
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,49,42 Customer Services Officers & Clerks,Customer Service,37,3222,3222,38664,38664,3,0,115992,6000,19.332,6.444
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,43,43 Numerical & Material-Recording Clerks,Clerical Support,37,4324,4324,51888,51888,3,50000,205664,12000,17.138666666666666,4.324
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,50,21 Science & Engineering Professionals,Science & Engineering,50,6727.2,6727.2,80726.4,80726.4,4,50000,372905.6,19000,19.626610526315787,4.248757894736841
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,56,42 Customer Services Officers & Clerks,Customer Service,48,4691,4691,56292,56292,4,50000,275168,12000,22.930666666666667,4.691
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,66,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,48,10628.4,5314.2,127540.8,63770.4,3.5,0,446392.8,15000,29.75952,8.50272
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,63,53 Personal Care Workers,Personal Care,53,3842,3842,46104,46104,3.5,0,161364,6000,26.894,7.684
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,72,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,40,9015.58,0,108186.96,0,2,50000,266373.92000000004,7000,38.05341714285715,15.45528
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,64,36 Teaching Associate Professionals,Unknown Industry,46,6351.6,3175.8,76219.20000000001,38109.600000000006,3.5,50000,316767.20000000007,11000,28.79701818181819,6.929018181818183
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,42,54 Protective Services Workers,Unknown Industry,36,5695.200000000001,5695.200000000001,68342.40000000001,68342.40000000001,3,50000,255027.2,15000,17.001813333333335,4.55616
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,72,X1 - X5 Workers Not Elsewhere Classified,Unknown Industry,43,6293.44,0,75521.28,0,2,50000,201042.56,6000,33.50709333333333,12.586879999999999
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,25,13 Production & Specialised Services Managers,Unknown Industry,38,4485.9,4485.9,53830.8,53830.8,1.5,0,80746.20000000001,6000,13.457700000000003,8.9718
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,68,23 Teaching & Training Professionals,Education,40,7912.919999999999,3956.46,94955.04,47477.52,3.5,50000,382342.63999999996,12000,31.861886666666663,7.91292
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,68,22 Health Professionals,Unknown Industry,45,6735.78,3367.89,80829.36,40414.68,3.5,0,282902.76,9000,31.43364,8.98104
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,63,13 Production & Specialised Services Managers,Unknown Industry,31,6582.17,6582.17,78986.04000000001,78986.04000000001,3.5,50000,326451.14,12000,27.204261666666667,6.5821700000000005
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,59,23 Teaching & Training Professionals,Education,60,8248.26,8248.26,98979.12,98979.12,4,50000,445916.48,18000,24.773137777777777,5.4988399999999995
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,42,33 Business & Administration Associate Professionals,Business & Administration,29,6275,6275,75300,75300,3,50000,275900,16000,17.24375,4.70625
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,47,35 Information & Communications Technicians,Unknown Industry,27,4011.93,4011.93,48143.16,48143.16,3,0,144429.48,8000,18.053685,6.017895
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,70,12 Administrative & Commercial Managers,Management,51,12411,0,148932,0,2,50000,347864,10000,34.7864,14.8932
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,65,94 Food Preparation & Kitchen Assistants,Unknown Industry,47,5752.35,2876.175,69028.20000000001,34514.100000000006,3.5,50000,291598.70000000007,10000,29.15987000000001,6.902820000000001
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,69,13 Production & Specialised Services Managers,Unknown Industry,46,7910.490000000001,0,94925.88,0,3.5,0,332240.58,10000,33.224058,9.492588
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,37,33 Business & Administration Associate Professionals,Business & Administration,46,6278,6278,75336,75336,2,0,150672,9000,16.741333333333333,8.370666666666667
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,66,51 Personal Service Workers,Unknown Industry,39,5120.4,2560.2,61444.8,30722.4,3.5,0,215056.80000000002,7000,30.722400000000004,8.777828571428572
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,52,41 General & Keyboard Clerks,Unknown Industry,31,5061.78,5061.78,60741.36,60741.36,4,50000,292965.44,14000,20.92610285714286,4.338668571428571
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,64,21 Science & Engineering Professionals,Science & Engineering,40,7513.38,3756.69,90160.56,45080.28,3.5,0,315561.95999999996,11000,28.687450909090906,8.196414545454545
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,56,22 Health Professionals,Unknown Industry,33,6065.64,6065.64,72787.68000000001,72787.68000000001,4,50000,341150.72000000003,15000,22.743381333333335,4.852512000000001
FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,59,25 Information & Communications Technology Professionals,Unknown Industry,49,7618.74,7618.74,91424.88,91424.88,4,50000,415699.52,17000,24.45291294117647,5.377934117647059
FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,29,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,38,6393.42,6393.42,76721.04000000001,76721.04000000001,1.5,50000,165081.56,12000,13.756796666666666,6.393420000000001
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,64,41 General & Keyboard Clerks,Unknown Industry,31,4986.14,2493.07,59833.68000000001,29916.840000000004,3.5,50000,259417.88000000003,9000,28.824208888888894,6.648186666666668
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,64,33 Business & Administration Associate Professionals,Business & Administration,36,7155,3577.5,85860,42930,3.5,50000,350510,13000,26.962307692307693,6.604615384615385
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,27,24 Business & Administration Professionals,Business & Administration,44,7742,7742,92904,92904,1.5,0,139356,10000,13.9356,9.2904
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,75,33 Business & Administration Associate Professionals,Business & Administration,34,7008,0,84096,0,2,0,168192,4000,42.048,21.024
FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,20,21 Science & Engineering Professionals,Science & Engineering,31,5689.8,5689.8,68277.6,68277.6,1.5,50000,152416.40000000002,12000,12.701366666666669,5.689800000000001
FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,74,83 Drivers & Mobile Machinery Operators,Unknown Industry,42,5103.36,0,61240.31999999999,0,2,50000,172480.63999999998,4000,43.12016,15.310079999999997
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,51,12 Administrative & Commercial Managers,Management,42,12114,12114,145368,145368,4,0,581472,28000,20.76685714285714,5.191714285714285
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,65,"11 Legislators, Senior Officials & Chief Executives",Unknown Industry,34,7553.250000000001,3776.625000000001,90639,45319.50000000001,3.5,0,317236.5,11000,28.83968181818182,8.239909091
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,77,24 Business & Administration Professionals,Business & Administration,35,10346,0,124152,0,2,0,248304,6000,41.384,20.692
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,68,83 Drivers & Mobile Machinery Operators,Unknown Industry,42,6554.999999999999,3277.4999999999995,78659.99999999999,39329.99999999999,3.5,0,275309.99999999994,9000,30.589999999999993,8.739999999999998
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,71,21 Science & Engineering Professionals,Science & Engineering,25,11925.78,0,143109.36,0,2,0,286218.72,8000,35.777339999999995,17.888669999999998
TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,41,25 Information & Communications Technology Professionals,Unknown Industry,25,5335.77,5335.77,64029.240000000005,64029.240000000005,3,0,192087.72000000003,11000,17.46252,5.8208400000000005
