wealth - salary,wealth - investment gain,wealth - rental income,wealth - business revenue,wealth - inheritance,wealth - others,fund - salary,fund - investment gain,fund - rental income,fund - business revenue,fund - inheritance,fund - others,Age,Occupation,speed_of_payment
True,False,False,False,False,False,True,False,False,False,False,False,63,53 Personal Care Workers,53
False,False,False,False,False,True,False,False,True,False,False,False,72,31 Physical & Engineering Science Associate Professionals,40
False,False,False,False,False,True,False,False,False,False,True,False,64,36 Teaching Associate Professionals,46
False,False,True,False,False,False,True,False,False,False,False,False,42,54 Protective Services Workers,36
False,True,False,False,False,False,True,False,False,False,False,False,72,X1 - X5 Workers Not Elsewhere Classified,43
True,False,False,False,False,False,True,False,False,False,False,False,25,13 Production & Specialised Services Managers,38
False,True,False,False,False,False,True,False,False,False,False,False,68,23 Teaching & Training Professionals,40
True,False,False,False,False,False,False,False,True,False,False,False,68,22 Health Professionals,45
False,True,False,False,False,False,True,False,False,False,False,False,63,13 Production & Specialised Services Managers,31
False,True,False,False,False,False,False,False,False,True,False,False,59,23 Teaching & Training Professionals,60
False,True,False,False,False,False,True,False,False,False,False,False,42,33 Business & Administration Associate Professionals,29
True,False,False,False,False,False,False,False,True,False,False,False,47,35 Information & Communications Technicians,27
False,False,False,True,False,False,True,False,False,False,False,False,70,12 Administrative & Commercial Managers,51
False,False,False,True,False,False,True,False,False,False,False,False,65,94 Food Preparation & Kitchen Assistants,47
True,False,False,False,False,False,True,False,False,False,False,False,69,13 Production & Specialised Services Managers,46
True,False,False,False,False,False,True,False,False,False,False,False,37,33 Business & Administration Associate Professionals,46
True,False,False,False,False,False,True,False,False,False,False,False,66,51 Personal Service Workers,39
False,False,False,True,False,False,False,False,False,False,True,False,52,41 General & Keyboard Clerks,31
True,False,False,False,False,False,False,False,False,False,False,True,64,21 Science & Engineering Professionals,40
False,False,False,True,False,False,True,False,False,False,False,False,56,22 Health Professionals,33
False,False,False,True,False,False,True,False,False,False,False,False,59,25 Information & Communications Technology Professionals,49
False,False,True,False,False,False,True,False,False,False,False,False,29,31 Physical & Engineering Science Associate Professionals,38
False,True,False,False,False,False,True,False,False,False,False,False,64,41 General & Keyboard Clerks,31
False,True,False,False,False,False,True,False,False,False,False,False,64,33 Business & Administration Associate Professionals,36
True,False,False,False,False,False,True,False,False,False,False,False,27,24 Business & Administration Professionals,44
True,False,False,False,False,False,True,False,False,False,False,False,75,33 Business & Administration Associate Professionals,34
False,False,False,False,False,True,True,False,False,False,False,False,20,21 Science & Engineering Professionals,31
False,True,False,False,False,False,True,False,False,False,False,False,74,83 Drivers & Mobile Machinery Operators,42
True,False,False,False,False,False,False,True,False,False,False,False,51,12 Administrative & Commercial Managers,42
True,False,False,False,False,False,True,False,False,False,False,False,65,"11 Legislators, Senior Officials & Chief Executives",34
True,False,False,False,False,False,True,False,False,False,False,False,77,24 Business & Administration Professionals,35
True,False,False,False,False,False,False,False,True,False,False,False,68,83 Drivers & Mobile Machinery Operators,42
True,False,False,False,False,False,True,False,False,False,False,False,71,21 Science & Engineering Professionals,25
True,False,False,False,False,False,False,True,False,False,False,False,41,25 Information & Communications Technology Professionals,25
False,True,False,False,False,False,True,False,False,False,False,False,74,83 Drivers & Mobile Machinery Operators,32
False,False,True,False,False,False,False,False,False,False,True,False,56,31 Physical & Engineering Science Associate Professionals,37
True,False,False,False,False,False,False,False,False,False,True,False,33,12 Administrative & Commercial Managers,43
False,False,False,False,True,False,False,False,False,False,True,False,59,94 Food Preparation & Kitchen Assistants,54
False,False,True,False,False,False,True,False,False,False,False,False,24,24 Business & Administration Professionals,48
False,False,False,True,False,False,True,False,False,False,False,False,76,93 Labourers & Related Workers,38
True,False,False,False,False,False,True,False,False,False,False,False,55,52 Sales Workers,39
True,False,False,False,False,False,True,False,False,False,False,False,73,41 General & Keyboard Clerks,29
False,False,False,False,True,False,False,False,True,False,False,False,62,52 Sales Workers,39
False,False,False,False,False,True,True,False,False,False,False,False,20,91 Cleaners & Related Workers,37
False,False,False,True,False,False,True,False,False,False,False,False,64,91 Cleaners & Related Workers,43
False,False,False,False,True,False,True,False,False,False,False,False,58,41 General & Keyboard Clerks,31
False,True,False,False,False,False,True,False,False,False,False,False,23,33 Business & Administration Associate Professionals,45
False,False,False,False,False,True,False,True,False,False,False,False,43,24 Business & Administration Professionals,55
False,True,False,False,False,False,True,False,False,False,False,False,77,21 Science & Engineering Professionals,38
False,False,False,False,True,False,True,False,False,False,False,False,75,83 Drivers & Mobile Machinery Operators,44
True,False,False,False,False,False,True,False,False,False,False,False,48,94 Food Preparation & Kitchen Assistants,46
False,True,False,False,False,False,False,True,False,False,False,False,74,21 Science & Engineering Professionals,35
False,False,False,False,True,False,True,False,False,False,False,False,41,21 Science & Engineering Professionals,42
False,True,False,False,False,False,True,False,False,False,False,False,30,33 Business & Administration Associate Professionals,40
False,False,False,True,False,False,False,False,True,False,False,False,63,40 Clerical Supervisors,40
False,True,False,False,False,False,False,False,False,False,True,False,41,24 Business & Administration Professionals,32
True,False,False,False,False,False,False,False,False,False,True,False,64,31 Physical & Engineering Science Associate Professionals,40
True,False,False,False,False,False,True,False,False,False,False,False,42,24 Business & Administration Professionals,44
False,False,False,False,True,False,False,False,False,False,False,True,59,52 Sales Workers,54
False,True,False,False,False,False,True,False,False,False,False,False,25,51 Personal Service Workers,49
False,True,False,False,False,False,True,False,False,False,False,False,53,91 Cleaners & Related Workers,61
False,False,False,False,True,False,False,False,True,False,False,False,45,83 Drivers & Mobile Machinery Operators,32
False,False,False,False,False,True,False,True,False,False,False,False,26,91 Cleaners & Related Workers,48
False,True,False,False,False,False,True,False,False,False,False,False,82,52 Sales Workers,41
False,False,False,False,False,True,False,False,False,False,True,False,38,13 Production & Specialised Services Managers,61
True,False,False,False,False,False,False,False,False,True,False,False,46,12 Administrative & Commercial Managers,31
False,True,False,False,False,False,True,False,False,False,False,False,60,12 Administrative & Commercial Managers,31
False,True,False,False,False,False,True,False,False,False,False,False,43,41 General & Keyboard Clerks,34
True,False,False,False,False,False,False,False,False,False,True,False,77,13 Production & Specialised Services Managers,18
True,False,False,False,False,False,False,True,False,False,False,False,61,24 Business & Administration Professionals,34
False,False,True,False,False,False,False,True,False,False,False,False,50,"96 Waste Collection, Recycling & Material Recovery Workers & Other Elementary Workers",32
False,True,False,False,False,False,True,False,False,False,False,False,32,33 Business & Administration Associate Professionals,41
False,True,False,False,False,False,True,False,False,False,False,False,49,21 Science & Engineering Professionals,43
False,True,False,False,False,False,False,False,True,False,False,False,62,41 General & Keyboard Clerks,58
False,False,True,False,False,False,False,False,False,True,False,False,42,41 General & Keyboard Clerks,49
False,True,False,False,False,False,False,True,False,False,False,False,24,33 Business & Administration Associate Professionals,34
False,False,True,False,False,False,False,False,False,False,True,False,21,21 Science & Engineering Professionals,31
False,True,False,False,False,False,True,False,False,False,False,False,22,31 Physical & Engineering Science Associate Professionals,44
False,True,False,False,False,False,True,False,False,False,False,False,56,52 Sales Workers,26
True,False,False,False,False,False,False,False,False,False,True,False,55,42 Customer Services Officers & Clerks,58
True,False,False,False,False,False,False,False,False,False,True,False,68,91 Cleaners & Related Workers,51
False,True,False,False,False,False,True,False,False,False,False,False,72,25 Information & Communications Technology Professionals,35
True,False,False,False,False,False,True,False,False,False,False,False,37,42 Customer Services Officers & Clerks,22
True,False,False,False,False,False,False,False,False,False,False,True,22,21 Science & Engineering Professionals,53
True,False,False,False,False,False,True,False,False,False,False,False,82,25 Information & Communications Technology Professionals,38
False,False,True,False,False,False,False,True,False,False,False,False,48,13 Production & Specialised Services Managers,52
True,False,False,False,False,False,False,False,False,False,False,True,35,36 Teaching Associate Professionals,24
False,False,False,True,False,False,True,False,False,False,False,False,42,21 Science & Engineering Professionals,34
True,False,False,False,False,False,False,False,False,True,False,False,33,21 Science & Engineering Professionals,40
False,False,True,False,False,False,True,False,False,False,False,False,51,X1 - X5 Workers Not Elsewhere Classified,40
True,False,False,False,False,False,False,False,False,False,False,True,40,33 Business & Administration Associate Professionals,35
False,True,False,False,False,False,False,False,False,False,True,False,21,24 Business & Administration Professionals,46
True,False,False,False,False,False,False,False,False,True,False,False,19,24 Business & Administration Professionals,29
True,False,False,False,False,False,False,False,False,False,False,True,42,43 Numerical & Material-Recording Clerks,38
True,False,False,False,False,False,False,True,False,False,False,False,18,94 Food Preparation & Kitchen Assistants,41
False,True,False,False,False,False,True,False,False,False,False,False,59,33 Business & Administration Associate Professionals,45
False,True,False,False,False,False,False,False,False,False,True,False,31,51 Personal Service Workers,47
False,False,False,True,False,False,True,False,False,False,False,False,52,33 Business & Administration Associate Professionals,28
True,False,False,False,False,False,False,True,False,False,False,False,47,33 Business & Administration Associate Professionals,24
True,False,False,False,False,False,True,False,False,False,False,False,69,41 General & Keyboard Clerks,52
False,True,False,False,False,False,False,False,True,False,False,False,64,33 Business & Administration Associate Professionals,43
True,False,False,False,False,False,False,True,False,False,False,False,51,52 Sales Workers,32
False,True,False,False,False,False,False,False,False,False,True,False,57,33 Business & Administration Associate Professionals,55
False,False,False,True,False,False,True,False,False,False,False,False,39,"75 Food Processing, Woodworking, Garment, Leather & Other Craft & Related Trades Workers",41
False,True,False,False,False,False,False,False,False,False,True,False,31,93 Labourers & Related Workers,51
True,False,False,False,False,False,False,True,False,False,False,False,70,51 Personal Service Workers,40
False,True,False,False,False,False,True,False,False,False,False,False,44,31 Physical & Engineering Science Associate Professionals,60
False,False,False,True,False,False,True,False,False,False,False,False,37,52 Sales Workers,57
False,True,False,False,False,False,True,False,False,False,False,False,54,91 Cleaners & Related Workers,37
False,True,False,False,False,False,False,False,False,False,False,True,36,"71 Building & Related Trades Workers, Excluding Electricians",49
False,True,False,False,False,False,True,False,False,False,False,False,37,24 Business & Administration Professionals,46
True,False,False,False,False,False,False,False,False,False,True,False,84,22 Health Professionals,53
True,False,False,False,False,False,False,False,False,False,True,False,28,24 Business & Administration Professionals,30
True,False,False,False,False,False,True,False,False,False,False,False,75,"11 Legislators, Senior Officials & Chief Executives",46
False,False,False,True,False,False,False,False,False,True,False,False,47,91 Cleaners & Related Workers,50
False,True,False,False,False,False,False,False,False,False,False,True,61,31 Physical & Engineering Science Associate Professionals,22
True,False,False,False,False,False,False,False,False,True,False,False,49,41 General & Keyboard Clerks,28
False,False,True,False,False,False,True,False,False,False,False,False,51,22 Health Professionals,19
False,True,False,False,False,False,False,False,True,False,False,False,23,"11 Legislators, Senior Officials & Chief Executives",37
False,False,False,False,True,False,False,True,False,False,False,False,42,83 Drivers & Mobile Machinery Operators,47
False,False,False,True,False,False,False,False,False,False,False,True,61,"71 Building & Related Trades Workers, Excluding Electricians",55
False,True,False,False,False,False,True,False,False,False,False,False,35,83 Drivers & Mobile Machinery Operators,40
False,True,False,False,False,False,False,False,False,False,True,False,69,33 Business & Administration Associate Professionals,56
True,False,False,False,False,False,False,False,False,False,True,False,75,"34 Legal, Social, Cultural & Related Associate Professionals",26
False,False,True,False,False,False,False,False,False,False,True,False,36,13 Production & Specialised Services Managers,22
True,False,False,False,False,False,False,False,False,True,False,False,70,33 Business & Administration Associate Professionals,39
False,False,False,False,False,True,False,False,False,False,False,True,79,74 Electrical & Electronic Trades Workers,43
False,True,False,False,False,False,False,False,False,True,False,False,35,91 Cleaners & Related Workers,39
False,False,False,False,False,True,False,False,False,False,True,False,34,24 Business & Administration Professionals,19
False,False,False,True,False,False,False,False,False,False,False,True,35,"34 Legal, Social, Cultural & Related Associate Professionals",39
False,True,False,False,False,False,True,False,False,False,False,False,29,12 Administrative & Commercial Managers,26
True,False,False,False,False,False,True,False,False,False,False,False,22,33 Business & Administration Associate Professionals,46
True,False,False,False,False,False,True,False,False,False,False,False,55,22 Health Professionals,43
False,False,True,False,False,False,True,False,False,False,False,False,69,33 Business & Administration Associate Professionals,30
False,False,False,True,False,False,False,False,False,True,False,False,52,13 Production & Specialised Services Managers,34
False,True,False,False,False,False,True,False,False,False,False,False,28,21 Science & Engineering Professionals,29
False,True,False,False,False,False,False,False,True,False,False,False,57,83 Drivers & Mobile Machinery Operators,39
False,False,False,False,True,False,False,False,False,False,False,True,35,X1 - X5 Workers Not Elsewhere Classified,49
True,False,False,False,False,False,False,False,True,False,False,False,45,42 Customer Services Officers & Clerks,30
False,True,False,False,False,False,True,False,False,False,False,False,30,"72 Metal, Machinery & Related Trades Workers",45
False,True,False,False,False,False,True,False,False,False,False,False,43,24 Business & Administration Professionals,34
False,False,True,False,False,False,False,False,False,False,False,True,49,32 Health Associate Professionals,32
False,False,False,False,False,True,True,False,False,False,False,False,40,22 Health Professionals,38
False,True,False,False,False,False,False,False,True,False,False,False,33,24 Business & Administration Professionals,29
False,False,True,False,False,False,True,False,False,False,False,False,24,"34 Legal, Social, Cultural & Related Associate Professionals",34
False,True,False,False,False,False,True,False,False,False,False,False,34,33 Business & Administration Associate Professionals,28
False,True,False,False,False,False,True,False,False,False,False,False,83,32 Health Associate Professionals,59
False,False,True,False,False,False,False,False,False,False,True,False,35,51 Personal Service Workers,40
True,False,False,False,False,False,False,False,True,False,False,False,32,31 Physical & Engineering Science Associate Professionals,33
True,False,False,False,False,False,True,False,False,False,False,False,61,23 Teaching & Training Professionals,42
False,True,False,False,False,False,False,False,False,False,False,True,42,22 Health Professionals,38
False,True,False,False,False,False,False,True,False,False,False,False,74,41 General & Keyboard Clerks,37
False,True,False,False,False,False,False,False,False,False,True,False,72,12 Administrative & Commercial Managers,46
True,False,False,False,False,False,False,False,True,False,False,False,20,"11 Legislators, Senior Officials & Chief Executives",47
True,False,False,False,False,False,False,False,False,False,False,True,59,31 Physical & Engineering Science Associate Professionals,34
False,False,False,False,True,False,True,False,False,False,False,False,40,24 Business & Administration Professionals,34
False,True,False,False,False,False,False,False,True,False,False,False,73,41 General & Keyboard Clerks,37
False,False,True,False,False,False,False,False,False,True,False,False,56,21 Science & Engineering Professionals,16
False,True,False,False,False,False,True,False,False,False,False,False,55,51 Personal Service Workers,24
False,True,False,False,False,False,False,True,False,False,False,False,55,54 Protective Services Workers,53
False,True,False,False,False,False,False,False,False,False,True,False,32,12 Administrative & Commercial Managers,56
True,False,False,False,False,False,True,False,False,False,False,False,32,44 Other Clerical Support Workers,37
True,False,False,False,False,False,True,False,False,False,False,False,35,24 Business & Administration Professionals,45
True,False,False,False,False,False,False,True,False,False,False,False,57,42 Customer Services Officers & Clerks,43
False,True,False,False,False,False,False,False,False,True,False,False,79,13 Production & Specialised Services Managers,70
False,False,False,False,True,False,False,False,True,False,False,False,70,31 Physical & Engineering Science Associate Professionals,51
False,True,False,False,False,False,True,False,False,False,False,False,23,13 Production & Specialised Services Managers,38
False,False,True,False,False,False,False,False,True,False,False,False,70,24 Business & Administration Professionals,30
False,False,False,False,True,False,False,False,False,False,False,True,59,24 Business & Administration Professionals,23
False,False,False,True,False,False,True,False,False,False,False,False,22,23 Teaching & Training Professionals,42
False,False,False,True,False,False,True,False,False,False,False,False,66,"11 Legislators, Senior Officials & Chief Executives",32
True,False,False,False,False,False,True,False,False,False,False,False,19,51 Personal Service Workers,25
False,True,False,False,False,False,True,False,False,False,False,False,19,25 Information & Communications Technology Professionals,33
True,False,False,False,False,False,False,False,False,True,False,False,35,83 Drivers & Mobile Machinery Operators,29
False,True,False,False,False,False,False,False,False,False,True,False,19,24 Business & Administration Professionals,56
True,False,False,False,False,False,False,True,False,False,False,False,51,23 Teaching & Training Professionals,48
False,False,True,False,False,False,False,False,False,False,False,True,21,21 Science & Engineering Professionals,39
False,False,True,False,False,False,True,False,False,False,False,False,52,24 Business & Administration Professionals,54
False,True,False,False,False,False,True,False,False,False,False,False,29,91 Cleaners & Related Workers,40
False,True,False,False,False,False,True,False,False,False,False,False,49,"26 Legal, Social, Religious & Cultural Professionals",31
False,False,True,False,False,False,True,False,False,False,False,False,49,"14 Hospitality, Retail & Related Services Managers",55
False,True,False,False,False,False,True,False,False,False,False,False,75,83 Drivers & Mobile Machinery Operators,45
False,True,False,False,False,False,False,False,True,False,False,False,19,12 Administrative & Commercial Managers,29
False,True,False,False,False,False,True,False,False,False,False,False,69,31 Physical & Engineering Science Associate Professionals,38
False,False,False,False,False,True,True,False,False,False,False,False,69,13 Production & Specialised Services Managers,31
True,False,False,False,False,False,False,False,True,False,False,False,56,23 Teaching & Training Professionals,26
False,True,False,False,False,False,True,False,False,False,False,False,20,21 Science & Engineering Professionals,49
False,False,True,False,False,False,False,False,False,False,False,True,53,12 Administrative & Commercial Managers,59
False,True,False,False,False,False,True,False,False,False,False,False,41,33 Business & Administration Associate Professionals,26
True,False,False,False,False,False,False,False,False,False,True,False,36,31 Physical & Engineering Science Associate Professionals,45
False,False,False,False,False,True,False,False,True,False,False,False,41,21 Science & Engineering Professionals,33
True,False,False,False,False,False,True,False,False,False,False,False,18,24 Business & Administration Professionals,35
True,False,False,False,False,False,True,False,False,False,False,False,29,32 Health Associate Professionals,34
False,True,False,False,False,False,True,False,False,False,False,False,57,23 Teaching & Training Professionals,31
False,True,False,False,False,False,False,False,True,False,False,False,35,33 Business & Administration Associate Professionals,40
False,True,False,False,False,False,False,False,False,False,True,False,69,52 Sales Workers,31
True,False,False,False,False,False,True,False,False,False,False,False,27,83 Drivers & Mobile Machinery Operators,42
False,True,False,False,False,False,False,False,False,False,False,True,21,93 Labourers & Related Workers,39
False,False,False,False,True,False,True,False,False,False,False,False,51,25 Information & Communications Technology Professionals,37
False,True,False,False,False,False,False,False,True,False,False,False,58,51 Personal Service Workers,30
False,True,False,False,False,False,False,False,True,False,False,False,39,24 Business & Administration Professionals,34
False,False,False,True,False,False,False,False,False,False,True,False,63,41 General & Keyboard Clerks,47
False,False,False,True,False,False,True,False,False,False,False,False,87,51 Personal Service Workers,45
True,False,False,False,False,False,False,False,True,False,False,False,59,83 Drivers & Mobile Machinery Operators,30
False,False,False,True,False,False,False,False,False,False,False,True,21,12 Administrative & Commercial Managers,40
False,False,False,False,False,True,False,True,False,False,False,False,40,33 Business & Administration Associate Professionals,47
False,False,True,False,False,False,False,False,False,True,False,False,75,24 Business & Administration Professionals,23
False,True,False,False,False,False,False,True,False,False,False,False,46,33 Business & Administration Associate Professionals,45
True,False,False,False,False,False,False,True,False,False,False,False,36,"14 Hospitality, Retail & Related Services Managers",33
True,False,False,False,False,False,False,False,False,False,True,False,21,12 Administrative & Commercial Managers,45
False,False,True,False,False,False,True,False,False,False,False,False,38,32 Health Associate Professionals,32
True,False,False,False,False,False,False,False,False,True,False,False,58,"72 Metal, Machinery & Related Trades Workers",21
False,False,False,False,True,False,False,True,False,False,False,False,75,51 Personal Service Workers,23
True,False,False,False,False,False,True,False,False,False,False,False,50,36 Teaching Associate Professionals,40
True,False,False,False,False,False,False,True,False,False,False,False,63,41 General & Keyboard Clerks,42
False,True,False,False,False,False,True,False,False,False,False,False,69,94 Food Preparation & Kitchen Assistants,30
False,False,True,False,False,False,True,False,False,False,False,False,60,12 Administrative & Commercial Managers,46
False,False,True,False,False,False,False,False,False,True,False,False,63,"11 Legislators, Senior Officials & Chief Executives",23
False,True,False,False,False,False,False,True,False,False,False,False,46,42 Customer Services Officers & Clerks,39
False,True,False,False,False,False,False,False,True,False,False,False,60,94 Food Preparation & Kitchen Assistants,27
False,False,False,True,False,False,False,True,False,False,False,False,22,13 Production & Specialised Services Managers,33
False,False,False,False,True,False,False,True,False,False,False,False,52,83 Drivers & Mobile Machinery Operators,40
False,False,False,False,True,False,False,False,True,False,False,False,18,"14 Hospitality, Retail & Related Services Managers",31
True,False,False,False,False,False,False,False,False,False,False,True,23,83 Drivers & Mobile Machinery Operators,36
False,True,False,False,False,False,True,False,False,False,False,False,73,12 Administrative & Commercial Managers,50
False,False,False,False,False,True,True,False,False,False,False,False,23,21 Science & Engineering Professionals,34
False,True,False,False,False,False,True,False,False,False,False,False,60,91 Cleaners & Related Workers,48
False,False,True,False,False,False,True,False,False,False,False,False,27,33 Business & Administration Associate Professionals,28
True,False,False,False,False,False,True,False,False,False,False,False,61,33 Business & Administration Associate Professionals,45
False,True,False,False,False,False,True,False,False,False,False,False,56,25 Information & Communications Technology Professionals,54
True,False,False,False,False,False,True,False,False,False,False,False,70,22 Health Professionals,15
False,True,False,False,False,False,True,False,False,False,False,False,55,21 Science & Engineering Professionals,32
False,True,False,False,False,False,True,False,False,False,False,False,68,54 Protective Services Workers,45
True,False,False,False,False,False,False,False,True,False,False,False,41,51 Personal Service Workers,37
False,True,False,False,False,False,True,False,False,False,False,False,25,21 Science & Engineering Professionals,43
False,True,False,False,False,False,True,False,False,False,False,False,40,42 Customer Services Officers & Clerks,33
True,False,False,False,False,False,True,False,False,False,False,False,57,33 Business & Administration Associate Professionals,40
True,False,False,False,False,False,True,False,False,False,False,False,41,43 Numerical & Material-Recording Clerks,38
False,True,False,False,False,False,True,False,False,False,False,False,55,24 Business & Administration Professionals,51
True,False,False,False,False,False,False,True,False,False,False,False,82,51 Personal Service Workers,42
False,True,False,False,False,False,False,False,False,False,False,True,70,31 Physical & Engineering Science Associate Professionals,43
False,False,False,True,False,False,True,False,False,False,False,False,62,83 Drivers & Mobile Machinery Operators,35
False,False,True,False,False,False,False,True,False,False,False,False,48,21 Science & Engineering Professionals,35
True,False,False,False,False,False,True,False,False,False,False,False,78,42 Customer Services Officers & Clerks,35
False,True,False,False,False,False,False,False,False,False,True,False,66,X1 - X5 Workers Not Elsewhere Classified,43
False,True,False,False,False,False,True,False,False,False,False,False,49,"11 Legislators, Senior Officials & Chief Executives",35
True,False,False,False,False,False,False,False,True,False,False,False,27,"11 Legislators, Senior Officials & Chief Executives",42
True,False,False,False,False,False,True,False,False,False,False,False,77,83 Drivers & Mobile Machinery Operators,60
True,False,False,False,False,False,True,False,False,False,False,False,52,94 Food Preparation & Kitchen Assistants,48
True,False,False,False,False,False,False,False,True,False,False,False,58,12 Administrative & Commercial Managers,36
True,False,False,False,False,False,True,False,False,False,False,False,61,12 Administrative & Commercial Managers,52
True,False,False,False,False,False,True,False,False,False,False,False,52,42 Customer Services Officers & Clerks,35
True,False,False,False,False,False,True,False,False,False,False,False,46,21 Science & Engineering Professionals,19
False,True,False,False,False,False,True,False,False,False,False,False,55,13 Production & Specialised Services Managers,29
True,False,False,False,False,False,True,False,False,False,False,False,30,23 Teaching & Training Professionals,21
False,True,False,False,False,False,True,False,False,False,False,False,60,25 Information & Communications Technology Professionals,36
False,False,False,True,False,False,False,False,False,True,False,False,60,91 Cleaners & Related Workers,40
False,True,False,False,False,False,True,False,False,False,False,False,84,21 Science & Engineering Professionals,56
False,False,True,False,False,False,False,True,False,False,False,False,71,24 Business & Administration Professionals,43
True,False,False,False,False,False,False,False,False,True,False,False,27,21 Science & Engineering Professionals,37
True,False,False,False,False,False,False,False,False,False,False,True,65,31 Physical & Engineering Science Associate Professionals,48
True,False,False,False,False,False,True,False,False,False,False,False,25,51 Personal Service Workers,17
False,False,True,False,False,False,True,False,False,False,False,False,65,42 Customer Services Officers & Clerks,42
False,False,False,True,False,False,True,False,False,False,False,False,69,36 Teaching Associate Professionals,47
False,True,False,False,False,False,True,False,False,False,False,False,60,21 Science & Engineering Professionals,25
False,True,False,False,False,False,False,False,True,False,False,False,25,23 Teaching & Training Professionals,51
False,False,True,False,False,False,True,False,False,False,False,False,35,X1 - X5 Workers Not Elsewhere Classified,43
False,False,False,False,True,False,False,False,False,False,True,False,65,"11 Legislators, Senior Officials & Chief Executives",35
False,True,False,False,False,False,True,False,False,False,False,False,37,33 Business & Administration Associate Professionals,46
True,False,False,False,False,False,True,False,False,False,False,False,24,X1 - X5 Workers Not Elsewhere Classified,62
False,True,False,False,False,False,True,False,False,False,False,False,23,43 Numerical & Material-Recording Clerks,41
False,False,True,False,False,False,False,False,False,False,True,False,22,31 Physical & Engineering Science Associate Professionals,42
False,True,False,False,False,False,True,False,False,False,False,False,62,24 Business & Administration Professionals,35
False,False,False,True,False,False,False,False,False,False,False,True,46,31 Physical & Engineering Science Associate Professionals,31
False,True,False,False,False,False,True,False,False,False,False,False,60,12 Administrative & Commercial Managers,48
True,False,False,False,False,False,False,False,False,False,True,False,40,31 Physical & Engineering Science Associate Professionals,31
True,False,False,False,False,False,True,False,False,False,False,False,44,24 Business & Administration Professionals,40
True,False,False,False,False,False,True,False,False,False,False,False,52,36 Teaching Associate Professionals,35
True,False,False,False,False,False,False,False,False,True,False,False,64,31 Physical & Engineering Science Associate Professionals,44
True,False,False,False,False,False,False,True,False,False,False,False,20,"14 Hospitality, Retail & Related Services Managers",43
False,False,False,False,True,False,True,False,False,False,False,False,76,25 Information & Communications Technology Professionals,50
False,True,False,False,False,False,True,False,False,False,False,False,40,24 Business & Administration Professionals,34
True,False,False,False,False,False,False,False,False,False,True,False,49,36 Teaching Associate Professionals,37
False,True,False,False,False,False,True,False,False,False,False,False,18,"34 Legal, Social, Cultural & Related Associate Professionals",30
False,True,False,False,False,False,True,False,False,False,False,False,29,33 Business & Administration Associate Professionals,35
False,False,False,False,False,True,True,False,False,False,False,False,62,23 Teaching & Training Professionals,43
False,False,True,False,False,False,False,True,False,False,False,False,23,94 Food Preparation & Kitchen Assistants,47
False,False,False,False,True,False,False,False,False,True,False,False,53,"96 Waste Collection, Recycling & Material Recovery Workers & Other Elementary Workers",30
False,False,False,False,False,True,True,False,False,False,False,False,18,"71 Building & Related Trades Workers, Excluding Electricians",48
True,False,False,False,False,False,True,False,False,False,False,False,37,32 Health Associate Professionals,53
False,False,True,False,False,False,False,False,False,False,False,True,18,13 Production & Specialised Services Managers,44
False,True,False,False,False,False,False,False,False,False,False,True,60,91 Cleaners & Related Workers,58
False,False,False,False,False,True,False,False,False,False,False,True,69,93 Labourers & Related Workers,32
True,False,False,False,False,False,True,False,False,False,False,False,25,43 Numerical & Material-Recording Clerks,27
True,False,False,False,False,False,True,False,False,False,False,False,54,41 General & Keyboard Clerks,22
False,True,False,False,False,False,False,True,False,False,False,False,37,42 Customer Services Officers & Clerks,54
False,False,False,True,False,False,True,False,False,False,False,False,76,"14 Hospitality, Retail & Related Services Managers",46
False,True,False,False,False,False,True,False,False,False,False,False,32,74 Electrical & Electronic Trades Workers,39
False,False,True,False,False,False,True,False,False,False,False,False,32,52 Sales Workers,42
False,False,True,False,False,False,False,True,False,False,False,False,45,13 Production & Specialised Services Managers,28
False,False,True,False,False,False,True,False,False,False,False,False,61,33 Business & Administration Associate Professionals,64
False,True,False,False,False,False,True,False,False,False,False,False,59,83 Drivers & Mobile Machinery Operators,41
False,True,False,False,False,False,False,False,False,False,True,False,34,13 Production & Specialised Services Managers,41
False,False,False,True,False,False,False,True,False,False,False,False,40,22 Health Professionals,47
False,False,False,False,False,True,True,False,False,False,False,False,23,54 Protective Services Workers,44
False,False,False,False,False,True,False,False,False,False,False,True,42,41 General & Keyboard Clerks,42
False,False,True,False,False,False,False,False,False,False,True,False,63,12 Administrative & Commercial Managers,32
True,False,False,False,False,False,True,False,False,False,False,False,54,12 Administrative & Commercial Managers,44
False,True,False,False,False,False,True,False,False,False,False,False,68,31 Physical & Engineering Science Associate Professionals,58
False,True,False,False,False,False,True,False,False,False,False,False,46,83 Drivers & Mobile Machinery Operators,53
True,False,False,False,False,False,True,False,False,False,False,False,40,41 General & Keyboard Clerks,55
False,False,True,False,False,False,False,True,False,False,False,False,45,82 Assemblers & Quality Checkers,34
False,False,False,False,True,False,True,False,False,False,False,False,54,51 Personal Service Workers,30
True,False,False,False,False,False,False,True,False,False,False,False,43,52 Sales Workers,38
False,False,False,False,True,False,False,True,False,False,False,False,50,83 Drivers & Mobile Machinery Operators,40
True,False,False,False,False,False,True,False,False,False,False,False,59,83 Drivers & Mobile Machinery Operators,50
False,False,False,False,False,True,False,False,False,False,True,False,33,41 General & Keyboard Clerks,23
False,True,False,False,False,False,False,False,True,False,False,False,44,21 Science & Engineering Professionals,55
