wealth - salary,wealth - investment gain,wealth - rental income,wealth - business revenue,wealth - inheritance,wealth - others,fund - salary,fund - investment gain,fund - rental income,fund - business revenue,fund - inheritance,fund - others,Age,Occupation,Industry,speed_of_payment,Income,Adjusted Income,Annual Income,Adjusted Annual Income,Income Multiplier Based on Age,Wealth Indicator,Net Worth,Proposed Subscription Amount,Net Worth / Total Commitment,Income / Total Commitment,Risk Score,Will Default
False,False,True,False,False,False,True,False,False,False,False,False,62,51 Personal Service Workers,Unknown Industry,36,6927.360000000001,6927.360000000001,83128.32,83128.32,3.5,50000,340949.12,13000,26.226855384615384,6.394486153846154,230,True
False,True,False,False,False,False,False,False,True,False,False,False,57,83 Drivers & Mobile Machinery Operators,Unknown Industry,39,4184.65,4184.65,50215.8,50215.8,4.0,50000,250863.2,11000,22.805745454545455,4.565072727272727,230,True
False,False,False,True,False,False,False,False,False,False,False,True,21,12 Administrative & Commercial Managers,Management,40,12048.0,12048.0,144576.0,144576.0,1.5,50000,266864.0,21000,12.707809523809525,6.884571428571428,230,True
False,False,False,False,True,False,False,False,True,False,False,False,51,24 Business & Administration Professionals,Business & Administration,39,8032.0,8032.0,96384.0,96384.0,4.0,50000,435536.0,21000,20.739809523809523,4.589714285714286,230,True
False,False,False,True,False,False,True,False,False,False,False,False,59,33 Business & Administration Associate Professionals,Business & Administration,36,7486.0,7486.0,89832.0,89832.0,4.0,50000,409328.0,17000,24.078117647058825,5.284235294117647,230,True
False,True,False,False,False,False,True,False,False,False,False,False,40,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,40,7118.1,7118.1,85417.20000000001,85417.20000000001,3.0,50000,306251.60000000003,18000,17.01397777777778,4.745400000000001,230,True
False,False,False,False,True,False,False,False,False,True,False,False,33,24 Business & Administration Professionals,Business & Administration,40,11254.0,11254.0,135048.0,135048.0,2.0,50000,320096.0,21000,15.242666666666668,6.430857142857143,230,True
False,False,False,True,False,False,True,False,False,False,False,False,23,24 Business & Administration Professionals,Business & Administration,19,9133.0,9133.0,109596.0,109596.0,1.5,50000,214394.0,17000,12.611411764705885,6.446823529411764,231,True
True,False,False,False,False,False,False,False,False,False,True,False,62,33 Business & Administration Associate Professionals,Business & Administration,20,7323.0,7323.0,87876.0,87876.0,3.5,0,307566.0,12000,25.6305,7.323,231,True
False,False,False,False,False,True,False,False,False,True,False,False,71,23 Teaching & Training Professionals,Education,18,9301.77,0.0,111621.24,0.0,2.0,50000,273242.48,8000,34.15531,13.952655,231,True
False,True,False,False,False,False,True,False,False,False,False,False,21,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,20,7955.22,7955.22,95462.64,95462.64,1.5,50000,193193.96,15000,12.879597333333331,6.364176,231,True
False,False,True,False,False,False,False,False,False,True,False,False,27,21 Science & Engineering Professionals,Science & Engineering,13,5487.29,5487.29,65847.48,65847.48,1.5,50000,148771.22,11000,13.524656363636364,5.986134545454545,231,True
True,False,False,False,False,False,False,False,False,False,False,True,47,21 Science & Engineering Professionals,Science & Engineering,42,7663.499999999999,7663.499999999999,91962.0,91962.0,3.0,0,275886.0,15000,18.3924,6.1308,232,True
False,False,False,False,True,False,False,False,False,False,True,False,77,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,53,9227.19,0.0,110726.28,0.0,2.0,50000,271452.56,6000,45.24209333333333,18.45438,232,True
True,False,False,False,False,False,False,False,False,False,False,True,48,"11 Legislators, Senior Officials & Chief Executives",Unknown Industry,41,7069.379999999999,7069.379999999999,84832.56,84832.56,3.0,0,254497.68,13000,19.576744615384616,6.525581538461538,232,True
False,True,False,False,False,False,False,False,True,False,False,False,64,83 Drivers & Mobile Machinery Operators,Unknown Industry,47,6968.0,3484.0,83616.0,41808.0,3.5,50000,342656.0,12000,28.554666666666662,6.968,232,True
False,True,False,False,False,False,True,False,False,False,False,False,63,13 Production & Specialised Services Managers,Unknown Industry,45,7739.27,7739.27,92871.24,92871.24,3.5,50000,375049.34,14000,26.789238571428573,6.633660000000001,232,True
False,True,False,False,False,False,True,False,False,False,False,False,47,33 Business & Administration Associate Professionals,Business & Administration,50,6055.0,6055.0,72660.0,72660.0,3.0,50000,267980.0,14000,19.14142857142857,5.19,232,True
False,False,False,False,True,False,True,False,False,False,False,False,65,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,47,9872.55,4936.275000000001,118470.6,59235.3,3.5,50000,464647.1,16000,29.04044375,7.4044125,232,True
False,False,False,False,True,False,False,False,True,False,False,False,70,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,51,9647.4,0.0,115768.8,0.0,2.0,50000,281537.6,8000,35.1922,14.4711,232,True
False,True,False,False,False,False,False,False,False,False,True,False,21,24 Business & Administration Professionals,Business & Administration,46,11986.0,11986.0,143832.0,143832.0,1.5,50000,265748.0,21000,12.654666666666667,6.849142857142857,232,True
True,False,False,False,False,False,False,False,False,False,False,True,65,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,48,12013.65,6006.825000000001,144163.80000000002,72081.90000000001,3.5,0,504573.3000000001,18000,28.03185,8.0091,232,True
False,True,False,False,False,False,False,False,True,False,False,False,35,"14 Hospitality, Retail & Related Services Managers",Hospitality & Retail,55,8584.0,8584.0,103008.0,103008.0,2.0,50000,256016.0,17000,15.059764705882351,6.059294117647059,232,True
False,True,False,False,False,False,False,False,False,False,True,False,69,33 Business & Administration Associate Professionals,Business & Administration,56,7447.0,0.0,89364.0,0.0,3.5,50000,362774.0,11000,32.979454545454544,8.124,232,True
False,False,False,True,False,False,True,False,False,False,False,False,77,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,53,8793.539999999999,0.0,105522.47999999998,0.0,2.0,50000,261044.95999999996,6000,43.50749333333333,17.587079999999997,232,True
False,False,True,False,False,False,True,False,False,False,False,False,31,"14 Hospitality, Retail & Related Services Managers",Hospitality & Retail,50,9169.0,9169.0,110028.0,110028.0,2.0,50000,270056.0,19000,14.213473684210529,5.790947368421053,232,True
False,True,True,False,False,False,True,False,False,False,False,False,50,21 Science & Engineering Professionals,Science & Engineering,50,9960.0,9960.0,119520.0,119520.0,4.0,100000,578080.0,29000,19.933793103448277,4.121379310344827,232,True
False,False,False,True,False,False,True,False,False,False,False,False,59,25 Information & Communications Technology Professionals,Unknown Industry,49,7618.74,7618.74,91424.88,91424.88,4.0,50000,415699.52,17000,24.45291294117647,5.377934117647059,232,True
True,False,False,False,False,False,False,False,False,True,False,False,59,33 Business & Administration Associate Professionals,Business & Administration,30,7102.0,7102.0,85224.0,85224.0,4.0,0,340896.0,14000,24.349714285714285,6.087428571428571,233,True
False,False,False,False,True,False,True,False,False,False,False,False,55,33 Business & Administration Associate Professionals,Business & Administration,24,5925.0,5925.0,71100.0,71100.0,4.0,50000,334400.0,15000,22.293333333333333,4.74,233,True
True,False,False,False,False,False,False,False,False,True,False,False,53,23 Teaching & Training Professionals,Education,25,7366.47,7366.47,88397.64,88397.64,4.0,0,353590.56,17000,20.79944470588235,5.199861176470588,233,True
False,False,False,True,False,False,False,False,False,False,False,True,51,83 Drivers & Mobile Machinery Operators,Unknown Industry,29,6238.76,6238.76,74865.12,74865.12,4.0,50000,349460.48,17000,20.55649882352941,4.4038305882352935,233,True
False,True,False,False,False,False,False,False,False,False,True,False,48,51 Personal Service Workers,Unknown Industry,27,5197.9,5197.9,62374.8,62374.8,3.0,50000,237124.4,12000,19.76036666666667,5.197900000000001,233,True
True,False,False,False,False,False,False,False,False,True,False,False,36,24 Business & Administration Professionals,Business & Administration,22,10911.0,10911.0,130932.0,130932.0,2.0,0,261864.0,17000,15.403764705882352,7.701882352941176,233,True
False,True,False,False,False,False,False,True,False,False,False,False,70,36 Teaching Associate Professionals,Unknown Industry,27,7086.799999999999,0.0,85041.59999999999,0.0,2.0,50000,220083.2,7000,31.44045714285714,12.1488,233,True
False,True,False,False,False,False,False,False,True,False,False,False,19,12 Administrative & Commercial Managers,Management,29,8130.0,8130.0,97560.0,97560.0,1.5,50000,196340.0,16000,12.27125,6.0975,233,True
False,True,False,False,False,False,False,False,False,True,False,False,82,X1 - X5 Workers Not Elsewhere Classified,Unknown Industry,30,6625.68,0.0,79508.16,0.0,2.0,50000,209016.32,4000,52.25408,19.87704,233,True
False,True,False,False,False,False,True,False,False,False,False,False,34,33 Business & Administration Associate Professionals,Business & Administration,28,6738.0,6738.0,80856.0,80856.0,2.0,50000,211712.0,14000,15.122285714285717,5.775428571428572,233,True
False,False,True,False,False,False,False,False,True,False,False,False,46,43 Numerical & Material-Recording Clerks,Clerical Support,30,4343.0,4343.0,52116.0,52116.0,3.0,50000,206348.0,11000,18.75890909090909,4.737818181818182,233,True
False,True,False,False,False,False,False,False,True,False,False,False,33,24 Business & Administration Professionals,Business & Administration,29,7402.0,7402.0,88824.0,88824.0,2.0,50000,227648.0,15000,15.176533333333332,5.9216,233,True
False,False,True,False,False,False,False,False,True,False,False,False,74,25 Information & Communications Technology Professionals,Unknown Industry,22,5437.44,0.0,65249.28,0.0,2.0,50000,180498.56,5000,36.099712,13.049856,233,True
False,False,False,False,True,False,True,False,False,False,False,False,51,25 Information & Communications Technology Professionals,Unknown Industry,37,5766.86,5766.86,69202.31999999999,69202.31999999999,4.0,50000,326809.27999999997,16000,20.425579999999997,4.325144999999999,235,True
True,False,False,False,False,False,False,False,False,False,True,False,64,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,40,8397.78,4198.89,100773.36000000002,50386.68000000001,3.5,0,352706.76000000007,13000,27.131289230769237,7.751796923076924,235,True
False,True,False,False,False,False,True,False,False,False,False,False,58,51 Personal Service Workers,Unknown Industry,35,5066.24,5066.24,60794.88,60794.88,4.0,50000,293179.52,12000,24.43162666666667,5.06624,235,True
False,True,False,False,False,False,False,False,True,False,False,False,83,33 Business & Administration Associate Professionals,Business & Administration,37,7824.0,0.0,93888.0,0.0,2.0,50000,237776.0,4000,59.444,23.472,235,True
False,True,False,False,False,False,True,False,False,False,False,False,20,21 Science & Engineering Professionals,Science & Engineering,39,7295.400000000001,7295.400000000001,87544.8,87544.8,1.5,50000,181317.2,15000,12.087813333333337,5.836320000000001,235,True
True,False,False,False,False,False,False,False,False,False,False,True,89,"11 Legislators, Senior Officials & Chief Executives",Unknown Industry,35,8430.179999999998,0.0,101162.15999999996,0.0,2.0,0,202324.31999999992,2000,101.16215999999996,50.58107999999998,235,True
True,False,False,False,False,False,True,False,False,False,False,False,70,23 Teaching & Training Professionals,Education,40,10616.2,0.0,127394.4,0.0,2.0,0,254788.8,8000,31.8486,15.9243,235,True
True,False,False,False,False,False,False,True,False,False,False,False,61,24 Business & Administration Professionals,Business & Administration,34,11010.0,11010.0,132120.0,132120.0,3.5,0,462420.0,18000,25.69,7.34,235,True
True,False,False,False,False,False,False,False,True,False,False,False,58,12 Administrative & Commercial Managers,Management,36,8178.0,8178.0,98136.0,98136.0,4.0,0,392544.0,16000,24.534,6.1335,235,True
False,True,False,False,False,False,False,False,True,False,False,False,61,33 Business & Administration Associate Professionals,Business & Administration,39,5789.0,5789.0,69468.0,69468.0,3.5,50000,293138.0,11000,26.64890909090909,6.315272727272728,235,True
False,False,False,True,False,False,True,False,False,False,False,False,66,"11 Legislators, Senior Officials & Chief Executives",Unknown Industry,32,5864.32,2932.16,70371.84,35185.92,3.5,50000,296301.44,10000,29.630144,7.037184,235,True
False,False,False,False,True,False,False,False,False,True,False,False,52,35 Information & Communications Technicians,Unknown Industry,32,6795.4,6795.4,81544.79999999999,81544.79999999999,4.0,50000,376179.1999999999,18000,20.898844444444443,4.530266666666666,235,True
False,True,False,False,False,False,True,False,False,False,False,False,43,41 General & Keyboard Clerks,Unknown Industry,34,6091.829999999999,6091.829999999999,73101.95999999999,73101.95999999999,3.0,50000,269305.88,15000,17.953725333333335,4.873463999999999,235,True
False,True,False,False,False,False,True,False,False,False,False,False,60,25 Information & Communications Technology Professionals,Unknown Industry,36,4535.7,4535.7,54428.4,54428.4,3.5,50000,240499.4,10000,24.04994,5.44284,235,True
False,False,True,False,False,False,False,False,False,True,False,False,43,"11 Legislators, Senior Officials & Chief Executives",Unknown Industry,38,3735.78,3735.78,44829.36,44829.36,3.0,50000,184488.08,11000,16.77164363636364,4.075396363636363,235,True
False,True,False,False,False,False,False,False,True,False,False,False,68,"71 Building & Related Trades Workers, Excluding Electricians",Unknown Industry,40,4999.74,2499.87,59996.88,29998.44,3.5,50000,259989.08,8000,32.498635,7.49961,235,True
False,True,False,False,False,False,False,False,False,False,False,True,82,13 Production & Specialised Services Managers,Unknown Industry,35,8259.68,0.0,99116.16,0.0,2.0,50000,248232.32,4000,62.05808,24.77904,235,True
False,True,False,False,False,False,True,False,False,False,False,False,54,91 Cleaners & Related Workers,Unknown Industry,37,6483.96,6483.96,77807.52,77807.52,4.0,50000,361230.08,17000,21.24882823529412,4.576912941176471,235,True
False,True,False,False,False,False,True,False,False,False,False,False,57,"34 Legal, Social, Cultural & Related Associate Professionals",Unknown Industry,36,5099.05,5099.05,61188.600000000006,61188.600000000006,4.0,50000,294754.4,13000,22.673415384615385,4.706815384615385,235,True
False,True,False,False,False,False,True,False,False,False,False,False,74,83 Drivers & Mobile Machinery Operators,Unknown Industry,32,6742.08,0.0,80904.95999999999,0.0,2.0,50000,211809.92,6000,35.30165333333333,13.48416,235,True
True,False,False,False,False,False,True,False,False,False,False,False,65,"11 Legislators, Senior Officials & Chief Executives",Unknown Industry,34,7553.250000000001,3776.625000000001,90639.0,45319.50000000001,3.5,0,317236.5,11000,28.83968181818182,8.239909091,235,True
False,True,False,False,False,False,False,False,False,False,False,True,42,22 Health Professionals,Unknown Industry,38,3559.36,3559.36,42712.32,42712.32,3.0,50000,178136.96,10000,17.813696,4.271232,235,True
False,True,False,False,False,False,True,False,False,False,False,False,41,33 Business & Administration Associate Professionals,Business & Administration,35,5154.0,5154.0,61848.0,61848.0,3.0,50000,235544.0,14000,16.824571428571428,4.417714285714286,235,True
False,False,True,False,False,False,True,False,False,False,False,False,51,X1 - X5 Workers Not Elsewhere Classified,Unknown Industry,40,4993.67,4993.67,59924.04,59924.04,4.0,50000,289696.16000000003,14000,20.69258285714286,4.280288571428572,235,True
True,False,False,False,False,False,False,False,False,False,False,True,64,21 Science & Engineering Professionals,Science & Engineering,40,7513.38,3756.69,90160.56,45080.28,3.5,0,315561.95999999996,11000,28.687450909090902,8.196414545454545,235,True
True,False,False,False,False,False,True,False,False,False,False,False,44,24 Business & Administration Professionals,Business & Administration,40,7461.0,7461.0,89532.0,89532.0,3.0,0,268596.0,15000,17.9064,5.9688,235,True
False,False,False,False,False,True,False,False,True,False,False,False,41,21 Science & Engineering Professionals,Science & Engineering,33,6267.06,6267.06,75204.72,75204.72,3.0,50000,275614.16000000003,16000,17.225885,4.700295,235,True
False,True,False,False,False,False,True,False,False,False,False,False,72,83 Drivers & Mobile Machinery Operators,Unknown Industry,39,8218.96,0.0,98627.52,0.0,2.0,50000,247255.04,7000,35.32214857142857,14.089645714285714,235,True
False,False,True,False,False,False,False,False,False,False,True,False,21,21 Science & Engineering Professionals,Science & Engineering,31,7112.56,7112.56,85350.72,85350.72,1.5,50000,178026.08000000002,14000,12.716148571428572,6.09648,235,True
False,True,False,False,False,False,False,False,True,False,False,False,31,83 Drivers & Mobile Machinery Operators,Unknown Industry,19,4606.61,4606.61,55279.31999999999,55279.31999999999,2.0,50000,160558.63999999998,11000,14.596239999999998,5.025392727272727,236,True
False,False,False,True,False,False,False,False,False,False,False,True,70,"26 Legal, Social, Religious & Cultural Professionals",Unknown Industry,13,8290.8,0.0,99489.6,0.0,2.0,50000,248979.2,7000,35.56845714285714,14.2128,236,True
False,False,False,False,False,True,False,False,False,False,True,False,34,24 Business & Administration Professionals,Business & Administration,19,11762.0,11762.0,141144.0,141144.0,2.0,50000,332288.0,22000,15.104,6.415636363636364,236,True
True,False,False,False,False,False,True,False,False,False,False,False,61,12 Administrative & Commercial Managers,Management,52,11112.0,11112.0,133344.0,133344.0,3.5,0,466704.0,18000,25.928,7.408,237,True
False,False,False,True,False,False,False,True,False,False,False,False,40,22 Health Professionals,Unknown Industry,47,6508.700000000001,6508.700000000001,78104.40000000001,78104.40000000001,3.0,50000,284313.2,17000,16.72430588235294,4.5943764705882355,237,True
False,True,False,False,False,False,True,False,False,False,False,False,59,83 Drivers & Mobile Machinery Operators,Unknown Industry,41,5465.7300000000005,5465.7300000000005,65588.76000000001,65588.76000000001,4.0,50000,312355.04000000004,13000,24.027310769230773,5.045289230769232,237,True
False,True,False,False,False,False,False,False,False,False,True,False,41,51 Personal Service Workers,Unknown Industry,57,5760.900000000001,5760.900000000001,69130.8,69130.8,3.0,50000,257392.4,15000,17.159493333333334,4.60872,237,True
False,False,False,True,False,False,True,False,False,False,False,False,34,24 Business & Administration Professionals,Business & Administration,54,9872.0,9872.0,118464.0,118464.0,2.0,50000,286928.0,19000,15.101473684210529,6.234947368421053,237,True
False,True,False,False,False,False,False,False,True,False,False,False,67,51 Personal Service Workers,Unknown Industry,46,8198.08,4099.04,98376.96,49188.48,3.5,50000,394319.36,13000,30.332258461538466,7.567458461538462,237,True
False,False,False,True,False,False,False,False,False,True,False,False,55,22 Health Professionals,Unknown Industry,52,5702.5,5702.5,68430.0,68430.0,4.0,50000,323720.0,15000,21.581333333333333,4.562,237,True
True,False,False,False,False,False,True,False,False,False,False,False,58,22 Health Professionals,Unknown Industry,42,6837.76,6837.76,82053.12,82053.12,4.0,0,328212.48,14000,23.44374857142857,5.860937142857143,237,True
False,True,False,False,False,False,True,False,False,False,False,False,63,X1 - X5 Workers Not Elsewhere Classified,Unknown Industry,42,7248.5,7248.5,86982.0,86982.0,3.5,50000,354437.0,13000,27.264384615384618,6.6909230769230765,237,True
False,False,False,True,False,False,True,False,False,False,False,False,41,"34 Legal, Social, Cultural & Related Associate Professionals",Unknown Industry,44,6270.39,6270.39,75244.68000000001,75244.68000000001,3.0,50000,275734.04000000004,16000,17.233377500000003,4.7027925,237,True
False,False,False,False,True,False,False,False,False,False,False,True,39,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,41,9447.03,9447.03,113364.36000000002,113364.36000000002,2.0,50000,276728.72000000003,17000,16.278160000000003,6.668491764705883,237,True
False,False,True,False,False,False,True,False,False,False,False,False,81,"96 Waste Collection, Recycling & Material Recovery Workers & Other Elementary Workers",Unknown Industry,41,8354.83,0.0,100257.96,0.0,2.0,50000,250515.92,5000,50.103184000000006,20.051592000000003,237,True
True,False,False,False,False,False,False,False,False,False,True,False,74,12 Administrative & Commercial Managers,Management,55,11514.0,0.0,138168.0,0.0,2.0,0,276336.0,7000,39.476571428571425,19.738285714285713,237,True
False,False,False,False,True,False,True,False,False,False,False,False,57,74 Electrical & Electronic Trades Workers,Unknown Industry,51,6784.34,6784.34,81412.08,81412.08,4.0,50000,375648.32,16000,23.47802,5.088255,237,True
False,False,False,True,False,False,False,False,False,True,False,False,30,12 Administrative & Commercial Managers,Management,58,11873.0,11873.0,142476.0,142476.0,2.0,50000,334952.0,23000,14.56313043478261,6.194608695652174,237,True
False,True,False,False,False,False,False,True,False,False,False,False,84,"96 Waste Collection, Recycling & Material Recovery Workers & Other Elementary Workers",Unknown Industry,50,8985.9,0.0,107830.8,0.0,2.0,50000,265661.6,4000,66.41539999999999,26.9577,237,True
False,True,False,False,False,False,True,False,False,False,False,False,61,82 Assemblers & Quality Checkers,Manufacturing,54,6704.58,6704.58,80454.95999999999,80454.95999999999,3.5,50000,331592.36,13000,25.507104615384613,6.188843076923076,237,True
True,False,False,False,False,False,True,False,False,False,False,False,58,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,42,10022.4,10022.4,120268.8,120268.8,4.0,0,481075.2,20000,24.05376,6.01344,237,True
False,True,False,False,False,False,False,False,False,False,True,False,57,33 Business & Administration Associate Professionals,Business & Administration,55,5832.0,5832.0,69984.0,69984.0,4.0,50000,329936.0,14000,23.566857142857145,4.998857142857143,237,True
False,False,False,False,False,True,False,False,False,False,True,False,46,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,23,7069.04,7069.04,84828.48,84828.48,3.0,50000,304485.44,16000,19.03034,5.30178,238,True
False,True,False,False,False,False,True,False,False,False,False,False,82,33 Business & Administration Associate Professionals,Business & Administration,28,5967.0,0.0,71604.0,0.0,2.0,50000,193208.0,3000,64.40266666666666,23.868,238,True
True,False,False,False,False,False,True,False,False,False,False,False,48,"11 Legislators, Senior Officials & Chief Executives",Unknown Industry,24,4230.3,4230.3,50763.600000000006,50763.600000000006,3.0,0,152290.80000000002,8000,19.03635,6.3454500000000005,238,True
False,True,False,False,False,False,True,False,False,False,False,False,69,94 Food Preparation & Kitchen Assistants,Unknown Industry,30,6060.400000000001,0.0,72724.8,0.0,3.5,50000,304536.80000000005,9000,33.83742222222223,8.080533333333333,238,True
False,False,True,False,False,False,False,False,False,False,False,True,58,52 Sales Workers,Unknown Industry,29,4935.68,4935.68,59228.16,59228.16,4.0,50000,286912.64,12000,23.909386666666663,4.9356800000000005,238,True
False,False,True,False,False,False,False,False,False,False,False,True,83,33 Business & Administration Associate Professionals,Business & Administration,27,5500.0,0.0,66000.0,0.0,2.0,50000,182000.0,3000,60.666666666666664,22.0,238,True
True,False,False,False,False,False,False,False,False,False,False,True,65,33 Business & Administration Associate Professionals,Business & Administration,27,6830.0,3415.0,81960.0,40980.0,3.5,0,286860.0,10000,28.686,8.196,238,True
False,True,False,False,False,False,True,False,False,False,False,False,26,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,24,6917.759999999999,6917.759999999999,83013.12,83013.12,1.5,50000,174519.68,13000,13.424590769230768,6.385624615384615,238,True
True,False,False,False,False,False,False,False,False,False,True,False,73,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,29,9047.61,0.0,108571.31999999998,0.0,2.0,0,217142.63999999996,6000,36.190439999999995,18.09522,238,True
False,False,False,False,False,True,False,False,True,False,False,False,41,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,27,8320.560000000001,8320.560000000001,99846.72000000002,99846.72000000002,3.0,50000,349540.16000000003,21000,16.644769523809526,4.754605714285715,238,True
False,False,False,False,True,False,True,False,False,False,False,False,54,51 Personal Service Workers,Unknown Industry,30,4617.76,4617.76,55413.12,55413.12,4.0,50000,271652.48,12000,22.637706666666663,4.6177600000000005,238,True
False,False,False,True,False,False,True,False,False,False,False,False,51,33 Business & Administration Associate Professionals,Business & Administration,40,5719.0,5719.0,68628.0,68628.0,4.0,50000,324512.0,16000,20.282,4.28925,240,True
False,False,True,False,False,False,True,False,False,False,False,False,65,52 Sales Workers,Unknown Industry,31,6459.75,3229.875,77517.0,38758.5,3.5,50000,321309.5,11000,29.209954545454547,7.047,240,True
False,True,False,False,False,False,False,False,False,False,True,False,33,33 Business & Administration Associate Professionals,Business & Administration,31,7593.0,7593.0,91116.0,91116.0,2.0,50000,232232.0,16000,14.5145,5.69475,240,True
False,False,False,True,False,False,False,False,False,False,True,False,63,61 - 62 Agricultural & Fishery Workers,Unknown Industry,34,6304.200000000001,6304.200000000001,75650.40000000001,75650.40000000001,3.5,50000,314776.4,12000,26.23136666666667,6.304200000000001,240,True
False,True,False,False,False,False,False,False,False,True,False,False,36,33 Business & Administration Associate Professionals,Business & Administration,40,7153.0,7153.0,85836.0,85836.0,2.0,50000,221672.0,14000,15.833714285714288,6.131142857142857,240,True
False,False,True,False,False,False,True,False,False,False,False,False,37,"11 Legislators, Senior Officials & Chief Executives",Unknown Industry,34,4768.990000000001,4768.990000000001,57227.880000000005,57227.880000000005,2.0,50000,164455.76,10000,16.445576000000003,5.722788,240,True
False,True,False,False,False,False,True,False,False,False,False,False,43,61 - 62 Agricultural & Fishery Workers,Unknown Industry,35,5538.129999999999,5538.129999999999,66457.56,66457.56,3.0,50000,249372.68,14000,17.812334285714286,4.746968571428571,240,True
False,False,False,True,False,False,True,False,False,False,False,False,66,51 Personal Service Workers,Unknown Industry,34,6952.32,3476.16,83427.84,41713.92,3.5,50000,341997.44,12000,28.499786666666665,6.952319999999999,240,True
False,True,False,False,False,False,True,False,False,False,False,False,68,52 Sales Workers,Unknown Industry,39,8052.299999999999,4026.15,96627.6,48313.8,3.5,50000,388196.6,12000,32.34971666666667,8.0523,240,True
False,False,False,True,False,False,True,False,False,False,False,False,55,33 Business & Administration Associate Professionals,Business & Administration,37,6103.0,6103.0,73236.0,73236.0,4.0,50000,342944.0,15000,22.862933333333338,4.8824,240,True
False,False,False,False,True,False,False,True,False,False,False,False,52,83 Drivers & Mobile Machinery Operators,Unknown Industry,40,6128.06,6128.06,73536.72,73536.72,4.0,50000,344146.88,17000,20.243934117647058,4.325689411764706,240,True
False,True,False,False,False,False,True,False,False,False,False,False,43,43 Numerical & Material-Recording Clerks,Clerical Support,37,4324.0,4324.0,51888.0,51888.0,3.0,50000,205664.0,12000,17.138666666666666,4.324,240,True
False,False,True,False,False,False,False,False,False,False,False,True,59,41 General & Keyboard Clerks,Unknown Industry,35,4916.1900000000005,4916.1900000000005,58994.280000000006,58994.280000000006,4.0,50000,285977.12,12000,23.831426666666665,4.91619,240,True
False,False,True,False,False,False,False,True,False,False,False,False,45,82 Assemblers & Quality Checkers,Manufacturing,34,5184.2,5184.2,62210.4,62210.4,3.0,50000,236631.2,13000,18.2024,4.785415384615384,240,True
True,False,False,False,False,False,True,False,False,False,False,False,57,24 Business & Administration Professionals,Business & Administration,39,7187.0,7187.0,86244.0,86244.0,4.0,0,344976.0,15000,22.9984,5.7496,240,True
False,False,False,False,False,True,False,True,False,False,False,False,63,12 Administrative & Commercial Managers,Management,36,10342.0,10342.0,124104.0,124104.0,3.5,50000,484364.0,18000,26.909111111111113,6.894666666666667,240,True
True,False,False,False,False,False,False,False,True,False,False,False,35,24 Business & Administration Professionals,Business & Administration,37,11494.0,11494.0,137928.0,137928.0,2.0,0,275856.0,18000,15.325333333333331,7.662666666666667,240,True
False,True,False,False,False,False,False,True,False,False,False,False,41,"26 Legal, Social, Religious & Cultural Professionals",Unknown Industry,38,5364.63,5364.63,64375.56,64375.56,3.0,50000,243126.68,14000,17.36619142857143,4.598254285714286,240,True
False,False,True,False,False,False,True,False,False,False,False,False,38,32 Health Associate Professionals,Health,32,6376.320000000001,6376.320000000001,76515.84000000001,76515.84000000001,2.0,50000,203031.68,13000,15.61782153846154,5.885833846153847,240,True
True,False,False,False,False,False,False,False,False,False,False,True,57,23 Teaching & Training Professionals,Education,36,6418.58,6418.58,77022.95999999999,77022.95999999999,4.0,0,308091.83999999997,13000,23.699372307692304,5.924843076923076,240,True
False,True,False,False,False,False,True,False,False,False,False,False,49,"26 Legal, Social, Religious & Cultural Professionals",Unknown Industry,31,4704.07,4704.07,56448.84,56448.84,3.0,50000,219346.52,11000,19.94059272727273,5.131712727272727,240,True
True,False,False,False,False,False,False,False,False,False,False,True,59,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,34,6829.26,6829.26,81951.12,81951.12,4.0,0,327804.48,13000,25.21572923076923,6.303932307692308,240,True
False,True,False,False,False,False,False,False,True,False,False,False,35,33 Business & Administration Associate Professionals,Business & Administration,40,7966.0,7966.0,95592.0,95592.0,2.0,50000,241184.0,16000,15.074,5.9745,240,True
False,False,True,False,False,False,False,True,False,False,False,False,50,"96 Waste Collection, Recycling & Material Recovery Workers & Other Elementary Workers",Unknown Industry,32,5126.4,5126.4,61516.8,61516.8,4.0,50000,296067.2,15000,19.737813333333335,4.10112,240,True
False,True,False,False,False,False,False,False,False,False,True,False,62,91 Cleaners & Related Workers,Unknown Industry,38,7809.120000000001,7809.120000000001,93709.44,93709.44,3.5,50000,377983.04,14000,26.998788571428573,6.693531428571429,240,True
